1,155318,Weird Oscillations,,1,681,254,,,3.69047619,145.5096774
3,50,,,1,,,,,,
3,585,,,1,,,,,,
3,794,,,1,,,,,,
3,1093,,,1,,,,,,
3,1543,,,1,,,,,,
3,1614,,,1,,,,,,
3,2045,,,1,,,,,,
3,2490,,,1,,,,,,
3,4775,,,1,,,,,,
3,7353,,,1,,,,,,
3,7965,,,1,,,,,,
5,15589,Weird Oscillations,,1,,,,,,
5,19603,Noisy,,1,,,,,,
5,24633,Weird Oscillations,,1,,,,,,
5,45771,Weird Oscillations,,1,,,,,,
5,45772,Weird Oscillations,,1,,,,,,
5,45777,Weird Oscillations,,1,,,,,,
5,50560,RnPo Chain,150 deg,1,110,,,,,
5,85566,Noisy,,1,,,,,,
5,103991,Noisy,,1,,,,,,
5,105179,Noisy,,1,,,,,,
5,110804,RnPo Chain,175 deg,1,135,,,,,
5,113758,RnPo Chain,100 deg,1,295,,,,,
5,118683,Weird Oscillations,,1,,,,,,
5,162886,Accidental Coin,,1,,,,,,
5,169492,Noisy,,1,,,,,,
5,179828,Noisy,,1,,,,,,
5,211283,Noisy,,1,,,,,,
5,231623,Weird Oscillations,,1,,,,,,
5,245601,Accidental Coin,,1,,,,,,
5,252459,Noisy,,1,,,,,,
5,273170,Weird Oscillations,,1,,,,,,
5,287554,Noisy,,1,,,,,,
5,295365,RnPo Chain,170 deg,1,29,,,,,
5,308162,Weird Oscillations,,1,,,,,,
5,310566,Noisy,,1,,,,,,
5,324309,Accidental Coin,,1,,,,,,
5,326950,RnPo Chain,30 deg,1,207,,,,,
7,8772,Weird Oscillations,,1,,,,,,
7,8773,Weird Oscillations,,1,,,,,,
7,27511,Weird Oscillations,,1,,,,,,
7,35837,Noisy,,1,,,,,,
7,63412,Noisy,,1,,,,,,
7,65771,Large Energy Single Event,,1,,,,,,
7,76585,Noisy,,1,,,,,,
7,90308,RnPo Chain,near 180 deg,1,28,,,,,
7,94477,Weird Oscillations,,1,,,,,,
7,99246,Weird Oscillations,,1,,,,,,
7,118774,Weird Oscillations,,1,,,,,,
7,134764,Weird Oscillations,,1,,,,,,
7,151478,Large Energy Single Event,,1,,,,,,
7,159542,Large Energy Single Event,,1,,,,,,
7,172679,Weird Oscillations,,1,,,,,,
7,179937,Weird Oscillations,,1,,,,,,
7,183817,Weird Oscillations,,1,,,,,,
7,194509,Weird Oscillations,,1,,,,,,
8,3765,Noisy,,1,,,,,,
8,44130,Weird Oscillations,,1,,,,,,
8,77530,Noisy,,1,,,,,,
8,78659,Noisy,,1,,,,,,
8,128296,Noisy,,1,,,,,,
8,131853,Large Energy Single Event,,1,,,,,,
8,138473,Weird Oscillations,,1,,,,,,
8,138474,Weird Oscillations,,1,,,,,,
8,165420,Accidental Coin,,1,,,,,,
8,173795,Weird Oscillations,,1,,,,,,
8,179834,Large Energy Single Event,"(very thin, muon?)",1,,,,,,
8,196364,Noisy,,1,,,,,,
8,209236,Weird Oscillations,,1,,,,,,
8,228393,Weird Oscillations,,1,,,,,,
8,228395,Weird Oscillations,,1,,,,,,
8,245618,Weird Oscillations,,1,,,,,,
8,245619,Weird Oscillations,,1,,,,,,
8,245620,Weird Oscillations,,1,,,,,,
8,245622,Weird Oscillations,,1,,,,,,
8,261100,RnPo Chain,30 deg,1,231,,,,,
8,275024,Weird Oscillations,,1,,,,,,
8,278717,Weird Oscillations,,1,,,,,,
8,291978,Weird Oscillations,,1,,,,,,
9,4077,Large Energy Single Event,,1,,,,,,
10,24811,Noisy,,1,,,,,,
10,37052,Weird Oscillations,,1,,,,,,
10,44659,Weird Oscillations,,1,,,,,,
10,50226,Noisy,,1,,,,,,
10,89079,Weird Oscillations,,1,,,,,,
10,108204,Weird Oscillations,,1,,,,,,
10,135478,Noisy,,1,,,,,,
10,148652,Weird Oscillations,,1,,,,,,
10,148653,Weird Oscillations,,1,,,,,,
10,160001,Double Alpha,?,1,33,,,,,
10,165022,Weird Oscillations,,1,,,,,,
10,180452,Weird Oscillations,,1,,,,,,
10,186904,Large Energy Single Event,thin,1,,,,,,
10,188595,Weird Oscillations,,1,,,,,,
10,230124,Weird Oscillations,,1,,,,,,
10,234341,Weird Oscillations,,1,,,,,,
10,258053,Accidental Coin,,1,,,,,,
10,301055,Noisy,,1,,,,,,
10,309271,Weird Oscillations,,1,,,,,,
11,5235,Noisy,,1,,,,,,
11,19463,Weird Oscillations,,1,,,,,,
11,32648,Noisy,,1,,,,,,
11,37417,Weird Oscillations,,1,,,,,,
11,81872,Weird Oscillations,,1,,,,,,
11,98102,Weird Oscillations,,1,,,,,,
11,113349,Noisy,,1,,,,,,
12,3924,Weird Oscillations,,1,,,,,,
12,13024,Large Energy Single Event,,1,,,,,,
12,56850,Weird Oscillations,,1,,,,,,
12,56851,Weird Oscillations,,1,,,,,,
12,111882,Weird Oscillations,,1,,,,,,
12,122660,Noisy,,1,,,,,,
12,126693,Weird Oscillations,,1,,,,,,
12,141773,Weird Oscillations,,1,,,,,,
12,176748,RnPo Chain,near 180 deg,1,159,,,,,
12,184956,Noisy,,1,,,,,,
12,189946,Weird Oscillations,,1,,,,,,
12,196082,Noisy,,1,,,,,,
12,205000,Noisy,,1,,,,,,
12,208813,Weird Oscillations,,1,,,,,,
12,208814,Weird Oscillations,,1,,,,,,
12,209687,Noisy,,1,,,,,,
12,228690,Weird Oscillations,,1,,,,,,
12,244358,Noisy,Pyramid Noise,1,,,,,,
12,276160,Weird Oscillations,,1,,,,,,
12,284518,Weird Oscillations,,1,,,,,,
12,284519,Weird Oscillations,,1,,,,,,
12,302270,Weird Oscillations,,1,,,,,,
12,315053,Weird Oscillations,,1,,,,,,
12,315054,Weird Oscillations,,1,,,,,,
12,329230,Weird Oscillations,,1,,,,,,
12,343463,Weird Oscillations,,1,,,,,,
12,343465,Weird Oscillations,,1,,,,,,
12,346973,Weird Oscillations,,1,,,,,,
13,12842,Weird Oscillations,,1,,,,,,
13,12843,Weird Oscillations,,1,,,,,,
13,12844,Weird Oscillations,,1,,,,,,
13,20965,Noisy,,1,,,,,,
13,24015,Noisy,,1,,,,,,
13,25926,Weird Oscillations,,1,,,,,,
13,43618,Weird Oscillations,,1,,,,,,
13,52782,Weird Oscillations,,1,,,,,,
13,75788,Weird Oscillations,,1,,,,,,
13,106012,Noisy,,1,,,,,,
13,108669,Weird Oscillations,,1,,,,,,
13,108670,Weird Oscillations,,1,,,,,,
14,18,Weird Oscillations,,1,,,,,,
14,16843,Weird Oscillations,,1,,,,,,
14,23030,RnPo Chain,80 deg,1,100,,,,,
14,39160,Weird Oscillations,,1,,,,,,
14,50760,Weird Oscillations,,1,,,,,,
14,50761,Weird Oscillations,,1,,,,,,
14,53275,RnPo Chain,110 deg,1,51,,,,,
14,54175,Noisy,,1,,,,,,
14,61995,Weird Oscillations,,1,,,,,,
14,64637,Noisy,Still maybe 2 events?,1,,,,,,
14,71891,IDK,,1,,,,,,
14,128529,Weird Oscillations,,1,,,,,,
14,145440,Weird Oscillations,,1,,,,,,
14,145441,Weird Oscillations,,1,,,,,,
14,160011,Large Energy Single Event,thin,1,,,,,,
14,163129,Weird Oscillations,,1,,,,,,
14,179227,Weird Oscillations,,1,,,,,,
14,215859,Weird Oscillations,,1,,,,,,
14,237438,Weird Oscillations,,1,,,,,,
14,237440,Weird Oscillations,,1,,,,,,
14,247782,Accidental Coin,"could be RnPo Chain, needs to be fitted",1,,,,,,
14,255118,Weird Oscillations,,1,,,,,,
14,255120,Weird Oscillations,,1,,,,,,
14,259971,Weird Oscillations,,1,,,,,,
14,289486,Weird Oscillations,,1,,,,,,
14,304070,Weird Oscillations,,1,,,,,,
14,306098,Weird Oscillations,,1,,,,,,
14,306649,Weird Oscillations,,1,,,,,,
14,306650,Weird Oscillations,,1,,,,,,
14,331297,Weird Oscillations,,1,,,,,,
15,4193,Weird Oscillations,,1,,,,,,
15,4195,Weird Oscillations,,1,,,,,,
15,40246,Noisy,,1,,,,,,
15,63441,Noisy,,1,,,,,,
15,74316,Weird Oscillations,,1,,,,,,
15,81736,Weird Oscillations,,1,,,,,,
15,86649,Weird Oscillations,,1,,,,,,
15,102106,Weird Oscillations,,1,,,,,,
15,118535,Weird Oscillations,,1,,,,,,
15,121135,Weird Oscillations,,1,,,,,,
15,122046,Weird Oscillations,,1,,,,,,
15,123065,Weird Oscillations,,1,,,,,,
15,134788,Weird Oscillations,,1,,,,,,
15,137612,Scatter,,1,,,,,,
15,138891,Noisy,,1,,,,,,
15,147730,Weird Oscillations,,1,,,,,,
15,154336,Noisy,,1,,,,,,
16,956,Spark,,1,,,,,,
16,1906,Weird Oscillations,,1,,,,,,
16,44645,Weird Oscillations,,1,,,,,,
16,92962,Weird Oscillations,,1,,,,,,
16,101687,Noisy,,1,,,,,,
16,105611,Weird Oscillations,,1,,,,,,
16,105614,Weird Oscillations,,1,,,,,,
16,110608,Weird Oscillations,,1,,,,,,
16,110785,RnPo Chain,close! 160 deg,1,9,,,,,
16,149481,Noisy,,1,,,,,,
16,152872,Accidental Coin,p-orbital,1,,,,,,
16,184692,Weird Oscillations,,1,,,,,,
16,184693,Weird Oscillations,,1,,,,,,
16,200848,Weird Oscillations,,1,,,,,,
16,200850,Weird Oscillations,,1,,,,,,
16,200853,Weird Oscillations,,1,,,,,,
16,249864,Weird Oscillations,,1,,,,,,
16,273259,Weird Oscillations,,1,,,,,,
16,295637,Weird Oscillations,,1,,,,,,
16,316329,Weird Oscillations,,1,,,,,,
16,336394,Noisy,,1,,,,,,
16,355094,Weird Oscillations,,1,,,,,,
16,357937,Noisy,,1,,,,,,
17,8398,Weird Oscillations,,1,,,,,,
17,62221,Weird Oscillations,bad,1,,,,,,
17,62222,Weird Oscillations,bad,1,,,,,,
31,28860,Weird Oscillations,,1,,,,,,
31,28861,Weird Oscillations,,1,,,,,,
31,34635,Weird Oscillations,,1,,,,,,
31,41797,Weird Oscillations,,1,,,,,,
31,52556,Weird Oscillations,,1,,,,,,
31,52558,Weird Oscillations,,1,,,,,,
31,53670,Weird Oscillations,,1,,,,,,
31,63736,Accidental Coin,With a long event,1,,,,,,
31,65293,Weird Oscillations,,1,,,,,,
31,65294,Weird Oscillations,,1,,,,,,
31,90604,Noisy,,1,,,,,,
31,93547,Weird Oscillations,,1,,,,,,
31,108417,Weird Oscillations,,1,,,,,,
31,141157,Weird Oscillations,,1,,,,,,
31,156300,Weird Oscillations,,1,,,,,,
31,156301,Weird Oscillations,,1,,,,,,
31,193219,Disintegration,3 particles,1,,,,,,
31,193832,Weird Oscillations,,1,,,,,,
31,202809,Noisy,Saturated Pad ?,1,,,,,,
31,209835,Noisy,"Mostly vetoed event, could be 2 particles",1,,,,,,
31,211908,Large Energy Single Event,Single Alpha,1,,,,,,
31,213088,Accidental Coin,Proton/Alpha,1,,,,,,
31,217492,Weird Oscillations,,1,,,,,,
31,238618,Noisy,Saturated Pads,1,,,,,,
31,242972,Weird Oscillations,,1,,,,,,
31,254956,Noisy,,1,,,,,,
31,260581,Weird Oscillations,,1,,,,,,
31,260582,Weird Oscillations,,1,,,,,,
31,279140,Noisy,,1,,,,,,
31,280361,Large Energy Single Event,strong alpha,1,,,,,,
31,281996,Weird Oscillations,,1,,,,,,
31,301631,Weird Oscillations,,1,,,,,,
31,306922,Weird Oscillations,,1,,,,,,
31,320369,Weird Oscillations,,1,,,,,,
31,320370,Weird Oscillations,,1,,,,,,
31,338846,Noisy,,1,,,,,,
31,339666,Noisy,,1,,,,,,
31,364286,Weird Oscillations,,1,,,,,,
31,364291,Weird Oscillations,,1,,,,,,
31,380189,Weird Oscillations,,1,,,,,,
31,405294,Weird Oscillations,,1,,,,,,
31,421433,Weird Oscillations,,1,,,,,,
31,443974,Weird Oscillations,,1,,,,,,
31,448628,Noisy,,1,,,,,,
31,449043,Noisy,,1,,,,,,
31,451453,Noisy,,1,,,,,,
31,466083,Weird Oscillations,,1,,,,,,
31,466084,Weird Oscillations,,1,,,,,,
32,12403,Weird Oscillations,,1,,,,,,
32,30269,Noisy,,1,,,,,,
32,35047,Noisy,,1,,,,,,
32,39910,Weird Oscillations,,1,,,,,,
32,77621,Weird Oscillations,,1,,,,,,
32,77622,Weird Oscillations,,1,,,,,,
32,83091,Weird Oscillations,,1,,,,,,
32,94631,Weird Oscillations,,1,,,,,,
32,135074,Weird Oscillations,,1,,,,,,
32,135076,Weird Oscillations,,1,,,,,,
32,180901,Weird Oscillations,,1,,,,,,
32,198575,Weird Oscillations,,1,,,,,,
32,221315,Weird Oscillations,,1,,,,,,
32,230840,Accidental Coin,,1,,,,,,
32,246951,Weird Oscillations,,1,,,,,,
32,273226,Weird Oscillations,,1,,,,,,
32,273228,Weird Oscillations,,1,,,,,,
32,273232,Weird Oscillations,,1,,,,,,
32,293502,Noisy,,1,,,,,,
32,298166,Weird Oscillations,,1,,,,,,
32,298168,Weird Oscillations,,1,,,,,,
32,323205,Weird Oscillations,,1,,,,,,
32,348195,Weird Oscillations,,1,,,,,,
32,398410,Weird Oscillations,,1,,,,,,
32,398411,Weird Oscillations,On one AsAd (1),1,,,,,,
32,398412,Weird Oscillations,,1,,,,,,
32,425515,Noisy,,1,,,,,,
32,437473,Noisy,,1,,,,,,
32,455731,Noisy,,1,,,,,,
32,460198,Weird Oscillations,,1,,,,,,
32,480158,Weird Oscillations,,1,,,,,,
32,480159,Weird Oscillations,,1,,,,,,
32,499172,Noisy,,1,,,,,,
33,12290,Weird Oscillations,,1,,,,,,
33,12291,Weird Oscillations,,1,,,,,,
33,12293,Weird Oscillations,,1,,,,,,
33,21048,RnPo Chain,110 deg,1,151,,,,,
33,33005,Weird Oscillations,,1,,,,,,
33,45808,Weird Oscillations,,1,,,,,,
33,47743,Accidental Coin,,1,,,,,,
33,54593,Noisy,,1,,,,,,
